text,Label,Language
tongthok chathok khe tonglainani chini bagwi time kwrwi kha,code-mix,English-Kokborok
ani canara bank account o tini kaisa credit transaction wngo.,code-mix,English-Kokborok
chini group ni kebo rohorwi tongkhe kindly group o wngyakhe ani personal whatsapp o phano sahordi,code-mix,English-Kokborok
chini group o business man tei industrialist rok tongbaina ble,code-mix,English-Kokborok
brother nwng la bwswk rekha ba,code-mix,English-Kokborok
omo group ni kaisa asset wngnai,code-mix,English-Kokborok
group ni kisa fixed monthly deposite khlaijak nai fro this month,code-mix,English-Kokborok
tei aroni monthly interest bai khe kaisa samung tangjak nai for the society,code-mix,English-Kokborok
ata what is that scheme kisa angno details sawi mangkha chanai,code-mix,English-Kokborok
sorry personal business wngma bagwi group by gwdalui tongmanliya ba,code-mix,English-Kokborok
please let me know about that ang bo tongo,code-mix,English-Kokborok
kotor decision nahorphoro kwbang meeting attend wngkhe chao ta,code-mix,English-Kokborok
chini takhuk sanjoy bo contribution khlainai hwnui angno kok rwkha tini,code-mix,English-Kokborok
alteast maximum attend tongkha chanai,code-mix,English-Kokborok
registration form fill up khwlaibaidi tabuk jora khwlaiyakho hingkhe,code-mix,English-Kokborok
this is the only hope chini sing tongse wo,code-mix,English-Kokborok
best presentation ongkha nini,code-mix,English-Kokborok
well presentation belai no kaham ongkha,code-mix,English-Kokborok
keep it up omo haino nango,code-mix,English-Kokborok
keep moving stop takhlai di one day you will surely win,code-mix,English-Kokborok
what am i doing ang sawoi sa manliya tamo  ang ongkha,code-mix,English-Kokborok
oh month o ani ayang uyang belai baikha so kisa rikha,code-mix,English-Kokborok
kindly omono dakti khe complete khlaibaijadi jotto kok rwjak members rok,code-mix,English-Kokborok
free for unemployed members omohaikhe bo khlaiwi mano if everyone agree,code-mix,English-Kokborok
omo agartala nib o side wo wng ang sai manliya,code-mix,English-Kokborok
google map o type khlaiwi nadi,code-mix,English-Kokborok
tamo nunglah registration form fill up khulaiyasa,code-mix,English-Kokborok
kunu problem da tong,code-mix,English-Kokborok
je registration form fill up khwlaiya kho jotto dakti fill up khwlaidi,code-mix,English-Kokborok
chwng buphuru form khainai sadi,code-mix,English-Kokborok
kirina kwroi police rok no tabukle,code-mix,English-Kokborok
ang kirio police rok no they can do anything,code-mix,English-Kokborok
good by god grace ang bo haino tongjago ta,code-mix,English-Kokborok
aree bhai rang ni kok ulo swkang kwtal members rokno lamsogradi,code-mix,English-Kokborok
i think tabuk la chini funding bo teibo kubang ong senai,code-mix,English-Kokborok
uniform wngkha chawo,code-mix,English-Kokborok
tamo ni bagwi discrimination,code-mix,English-Kokborok
chini brother kahamnuk khe,code-mix,English-Kokborok
takle bui location sai mangkha bai phaijak sinai enemy bai,code-mix,English-Kokborok
ah kwnwirok membership details poriyani bagwi tini o condition,code-mix,English-Kokborok
norokni kaisa pano gathering o malai phai manyakho,code-mix,English-Kokborok
try khlaidi kisa this time again,code-mix,English-Kokborok
haswmai ni birthday treat ni bagwi da ata,code-mix,English-Kokborok
lamsogo takhukno chini group o you are to serve not to be served,code-mix,English-Kokborok
chwrai disturbe khlaio angno,code-mix,English-Kokborok
ani baguila size je nung chajakmani no tiyar khe tongdi,code-mix,English-Kokborok
hinkhe plain chakhui khulaidi,code-mix,English-Kokborok
only with mosdeng bai simile bahai khe machanai ba ata,code-mix,English-Kokborok
dal ni item ta narwk sidi,code-mix,English-Kokborok
restaurant nugwi no chana muchung tongkha,code-mix,English-Kokborok
just my wansok mwng,code-mix,English-Kokborok
omohai queries personal whatsapp khlaio clear khaikhe chao,code-mix,English-Kokborok
definitely sister phiya omohai issues tei topic rokno kok salainani discussion ni bagwi separate group,code-mix,English-Kokborok
tongo nung ready tongkha sadi,code-mix,English-Kokborok
nono bo o group o ang add khlaiwi renai,code-mix,English-Kokborok
tamo khaisinai bai ang cherai phru ni simi title no towoi bui bai sungjak mang sungjakmang seli sukkha clarification rinani,code-mix,English-Kokborok
saimano o post o group ni bagwi appropriate ya,code-mix,English-Kokborok
after all chung chini dopha ni bagwi samung tangna bagwi no o group o sao,code-mix,English-Kokborok
screenshot rohor liya,code-mix,English-Kokborok
ja quatity kisa abonono sannai bango,code-mix,English-Kokborok
angbo still unemployed,code-mix,English-Kokborok
jotto ni slai swkang present wnguinai free khesi masinai ba,code-mix,English-Kokborok
because jottono no size swngwi order place khlainai almost impossible,code-mix,English-Kokborok
phiya jee dakti naphainai bo bini size mote mannai,code-mix,English-Kokborok
only pay khlainai rok ni bumung no list o tongnai,code-mix,English-Kokborok
hold family de same t-shirt chumlainai twma,code-mix,English-Kokborok
morning walk  khlaikhe ang no sosadi please,code-mix,English-Kokborok
exercise khlaimani belai no health ni bagwi kaham,code-mix,English-Kokborok
every day kisa kisa sports khlaikhe chao,code-mix,English-Kokborok
daily exercise khlaidi,code-mix,English-Kokborok
nini omo daily exercise khaikha improve ongnai,code-mix,English-Kokborok
exercise khaiyani bagwi weak ongthang kha ang,code-mix,English-Kokborok
exercise sa khlaimang liya ang from last few months,code-mix,English-Kokborok
daily morning walk khlaikha belai no kaham,code-mix,English-Kokborok
health no kaham kha tongna hingkha exercise khlaidi,code-mix,English-Kokborok
atleast daily two times toi nungdi,code-mix,English-Kokborok
fitness kwroi kha nini like before,code-mix,English-Kokborok
morning o ang bachamanliya this days,code-mix,English-Kokborok
this days nono nukya,code-mix,English-Kokborok
nini reference rikha chada chano,code-mix,English-Kokborok
ani reference nadi you will get help,code-mix,English-Kokborok
nini water bottle da tong,code-mix,English-Kokborok
nini extra water bottle tongkha ang no kaisa redi please,code-mix,English-Kokborok
ani extra water bottle kwroi,code-mix,English-Kokborok
chopa nini bagwi cake tubunai,code-mix,English-Kokborok
chopa nini bagwi plane tubunai,code-mix,English-Kokborok
ani chopa le looking really handsome,code-mix,English-Kokborok
chini tour tongo coming month o,code-mix,English-Kokborok
great lost nono trust khlaiwi,code-mix,English-Kokborok
tamo sanai too late,code-mix,English-Kokborok
chini block building shift khlaijak kha,code-mix,English-Kokborok
last month o chini block shift ongkha,code-mix,English-Kokborok
water tank o toi kwroi kha,code-mix,English-Kokborok
i am really thirsty nini yako toi da tong,code-mix,English-Kokborok
this week la ang thangliya,code-mix,English-Kokborok
ani formal shoe hamliya,code-mix,English-Kokborok
ang formal shoe kisa mapainai,code-mix,English-Kokborok
formal shoe tongkha hamnai,code-mix,English-Kokborok
formal shirt la ani tongo,code-mix,English-Kokborok
nini formal shirt kwroi da,code-mix,English-Kokborok
formal dress bai sa smart nugo,code-mix,English-Kokborok
dressing bo belai no nango,code-mix,English-Kokborok
smart kha kok sadi,code-mix,English-Kokborok
ja nangsuk mono first priority ridi,code-mix,English-Kokborok
passion belai no nango,code-mix,English-Kokborok
nwng no betha photos le maha,code-mix,English-Kokborok
tini program o tangbaidi,code-mix,English-Kokborok
please friends ja gana gini tongnai row manjak phaidi,code-mix,English-Kokborok
madhav para incident tak bo kuno action kwrwi,code-mix,English-Kokborok
omo hai picture no naina muchungya,code-mix,English-Kokborok
income taxe department ni borok da tong aro,code-mix,English-Kokborok
bahai khe online certificate ni bwgwi apply khai nai,code-mix,English-Kokborok
dakti nini details rohordi including nini wife children details,code-mix,English-Kokborok
brother nwng registration details de rohorkha,code-mix,English-Kokborok
extremely sorry aboni bagwi no ang samani group o redi,code-mix,English-Kokborok
kok kwrwi ang tini correct khlainai,code-mix,English-Kokborok
miya wo nono payment tei details and photo rohormani,code-mix,English-Kokborok
i think group name should not be kwrwng,code-mix,English-Kokborok
nwng registration complete khlaikha de takhuk,code-mix,English-Kokborok
aow list oh ani mung bo kwroi kho,code-mix,English-Kokborok
ang education o ma khaijak phano ani desigination is different,code-mix,English-Kokborok
i think i am phunuk nai right,code-mix,English-Kokborok
advisor twi khama tokhlaiwi thangkhe direct oh lama o sogwio,code-mix,English-Kokborok
tei sabo saboni monthly fee pending tong abono within a week jotto members rokno clear khlaibaidi.,code-mix,English-Kokborok
ani mobile charger hamliya,code-mix,English-Kokborok
mobile charger charge sa ongliya,code-mix,English-Kokborok
kurma ni report displayed khemo le mistake tongo,code-mix,English-Kokborok
recipt la tongo cashier no pho sapaiha,code-mix,English-Kokborok
ang phaina doknai please kindly take care of the family,code-mix,English-Kokborok
next month tong kho,code-mix,English-Kokborok
mind set no change khlaidi be positive always,code-mix,English-Kokborok
positive tongmani belaino kaham,code-mix,English-Kokborok
regular class khlaidi it will be good for you,code-mix,English-Kokborok
teachers rok ni kok khnadi and obey their words,code-mix,English-Kokborok
teachers rok ongkha chini god hai,code-mix,English-Kokborok
foundation kaham ongya kha everything is gone,code-mix,English-Kokborok
pillar sa strong ongna nwng o,code-mix,English-Kokborok
nini perfume belai no strong,code-mix,English-Kokborok
nini perfume ang kisa used khlaiwoi da mangno,code-mix,English-Kokborok
ani perfume kisa sa tongse wo,code-mix,English-Kokborok
bini perfume ni smell belai no kaham,code-mix,English-Kokborok
bini perfume ni company bumung tamo sa,code-mix,English-Kokborok
this evening phaidi ani rent house o,code-mix,English-Kokborok
chini rent house o tini meeting tong nai,code-mix,English-Kokborok
this year ni budget busuk ongnai discuss khlailainai,code-mix,English-Kokborok
chini target sa full fill omngya kho,code-mix,English-Kokborok
maximum members rok sa reya kho till date,code-mix,English-Kokborok
first ani samung paigana than i will see yours,code-mix,English-Kokborok
time sa remanliya this days really busy,code-mix,English-Kokborok
je chabnai bo sa leader,code-mix,English-Kokborok
je sukruknai bo leader ya,code-mix,English-Kokborok
kaisa party o sa kha logwi tongmaya,code-mix,English-Kokborok
tamo multiple de,code-mix,English-Kokborok
time table da mangkha nwng,code-mix,English-Kokborok
ang  joto category no kwlaio,code-mix,English-Kokborok
nwng bo cetagory o klai sagradi akon,code-mix,English-Kokborok
omohai samwngni news ni bagwi kebo no romnani tongkhe sadi,code-mix,English-Kokborok
try la khai mano ble try khayawoi ani ongya hingkhe to ongya bla,code-mix,English-Kokborok
next election keliya are you ready,code-mix,English-Kokborok
trust in god chini subrai jisu kristoni thani o jotono possible,code-mix,English-Kokborok
valentine day ni jora tabuk,code-mix,English-Kokborok
tamo data service de muthaknani naiwi tongjao kha,code-mix,English-Kokborok
id card issue khainai haide,code-mix,English-Kokborok
jottono jani jani membership registration number note khlaiwi nabaijadi,code-mix,English-Kokborok
nini two months ni pending tong kho,code-mix,English-Kokborok
nini three months ni pending tong kho,code-mix,English-Kokborok
february de paikha ba,code-mix,English-Kokborok
india ni top busy naren ta wanadi,code-mix,English-Kokborok
ang six months ni fee tai special contribution rwnai bwskang month o,code-mix,English-Kokborok
chini society ni mwng tamo,code-mix,English-Kokborok
only reffarel basis o simise membership ma khlailainai,code-mix,English-Kokborok
omono khlainani hwnkhe chini membership process no chwng online khlaimanya wngnai,code-mix,English-Kokborok
i think identity card khaikha sa chanai,code-mix,English-Kokborok
in this case our brother one and only jolinai kungbara can answer,code-mix,English-Kokborok
nung ani buwa thik khai rimani nwng muito kwroi na ang nono thank you sajak ya,code-mix,English-Kokborok
so tabwk sana mwchung o thank you nwng swnamma buwa ani tabuk bo kaham tongkho,code-mix,English-Kokborok
mar ta he should join this group,code-mix,English-Kokborok
politics rokno towoi mwthangnai brother,code-mix,English-Kokborok
so norok tamo hing is it possible,code-mix,English-Kokborok
last line  no kisa note khlaidi,code-mix,English-Kokborok
bujilaimani pherwi tonglaikho i think so,code-mix,English-Kokborok
think practically nwng se tax rina hingphano joto borok agree wngnai da,code-mix,English-Kokborok
you are getting wrong haiya kho,code-mix,English-Kokborok
bono hai hingwi respect rwma ni ya,code-mix,English-Kokborok
omo boro ni incident brother,code-mix,English-Kokborok
aao abo bo correct no fund sabo renai,code-mix,English-Kokborok
ani para kha ani details o nai sedi brother,code-mix,English-Kokborok
nini village ni bumung kalikumar para de,code-mix,English-Kokborok
brother nwng hodrai ni da,code-mix,English-Kokborok
bo kisa busy tong na bini logi song by,code-mix,English-Kokborok
dara abo sunday morning se sai mansinai,code-mix,English-Kokborok
ang tei brother anil phainai sunday o,code-mix,English-Kokborok
amount and purposes please tamoni,code-mix,English-Kokborok
kisa check khlaidi nini accolunt no,code-mix,English-Kokborok
lachiwi phose mar rwsinai ble aswk up to date phunuk tong khe ba.,code-mix,English-Kokborok
due tongkha tabuk rohornai kisa check khalaidi,code-mix,English-Kokborok
nini due no kisa clear khlaidi,code-mix,English-Kokborok
due pending ta tongdi it will increase,code-mix,English-Kokborok
amount haikhe bini tamo purpose sadi,code-mix,English-Kokborok
special duty wngna ta,code-mix,English-Kokborok
ata job ni bagwi se ongo,code-mix,English-Kokborok
tamo khainai rest kwroi,code-mix,English-Kokborok
hambai gone through,code-mix,English-Kokborok
fine bwswk sadi mwnai,code-mix,English-Kokborok
paying my fine tai problem ong glak,code-mix,English-Kokborok
colouring naithok kha belaino,code-mix,English-Kokborok
khuna sokphainai please wait,code-mix,English-Kokborok
kaisaphono programme rogo manjakmaya kho,code-mix,English-Kokborok
tamo wngkha please tell us,code-mix,English-Kokborok
ulo last o phaiwoi machaya wngkhe ang no blame ta khlaidi do,code-mix,English-Kokborok
income tax tamo ni,code-mix,English-Kokborok
will text you kisa naising de,code-mix,English-Kokborok
email khlaidi tini by anyhow,code-mix,English-Kokborok
experience tongrok taibo kaham,code-mix,English-Kokborok
hambai nini meaning speech ni bagwi,code-mix,English-Kokborok
valentine day o nogo tongdi ata,code-mix,English-Kokborok
nini family members no kisa jora ridi,code-mix,English-Kokborok
tension is near again tamo khlainai no idea,code-mix,English-Kokborok
bachwoi ni showroom o tlangwi thangdi pho,code-mix,English-Kokborok
i was bit tense tini phong ni simi,code-mix,English-Kokborok
tamo technical error da,code-mix,English-Kokborok
technical error ongwi mangya,code-mix,English-Kokborok
cash account khuluk na da sadi,code-mix,English-Kokborok
i know him very well bo para nibo,code-mix,English-Kokborok
ani clear wngnai by this month,code-mix,English-Kokborok
very soon bo phaiwi tongo,code-mix,English-Kokborok
bohrokni dues clear khlaikha,code-mix,English-Kokborok
ako waiting for all presence to explore the new dimension of kainta kobra para,code-mix,English-Kokborok
ang tabuk gari ni ticket tanui tongo,code-mix,English-Kokborok
amount kwbang hinkhe ang bo join khainai,code-mix,English-Kokborok
angbai ani dara ongkha oh group ni number one,code-mix,English-Kokborok
rinai rinai riya hinkhe we will cancel him,code-mix,English-Kokborok
amount sakhe ang le sure tongnai bui kwrwi phano,code-mix,English-Kokborok
rinai rinai please wait for a week,code-mix,English-Kokborok
point to be noted ang clear khai kha,code-mix,English-Kokborok
just a gentle reminder kisa wangsok woi phailai jadi,code-mix,English-Kokborok
group ni bagwibo jora rwdi,code-mix,English-Kokborok
group ni bagwi jora kwroi,code-mix,English-Kokborok
waisa wuisu girlfriend bai miss khlaikhe nono kagwi rwglak,code-mix,English-Kokborok
tamo wngjakha nwng kha tell us all,code-mix,English-Kokborok
nono khe chwng vedio call o add khlaisinai ta wanadi,code-mix,English-Kokborok
i am not available angno count takhlai di,code-mix,English-Kokborok
oh program o sabo sabo phainai kebo phano tabuksak jora ano sahorya kho,code-mix,English-Kokborok
puila chini para than the lunch,code-mix,English-Kokborok
hinkhe sir khwna ni simi no start khai manu,code-mix,English-Kokborok
wow great picture anis ala s able very nice,code-mix,English-Kokborok
naidi o bura what he said,code-mix,English-Kokborok
full vedio rohordi kisa,code-mix,English-Kokborok
may be today is last tai ongliya,code-mix,English-Kokborok
tamo comments khaikha naibai gradi,code-mix,English-Kokborok
ani channel no subscribe da khaikha,code-mix,English-Kokborok
khlaidi subscribe khlaidi norok  nib o subscribe khai jaknai,code-mix,English-Kokborok
field supervisor ni list rok sa abo,code-mix,English-Kokborok
tamo ni list abo,code-mix,English-Kokborok
obo la kobui kokno sir,code-mix,English-Kokborok
tini mass gathering programme tongo,code-mix,English-Kokborok
publicity khlaimani ang chajak liya,code-mix,English-Kokborok
public bai kabo paiya,code-mix,English-Kokborok
public rokni full power tongo,code-mix,English-Kokborok
amo ba public jaga sable,code-mix,English-Kokborok
offer suru wongkha from yesterday,code-mix,English-Kokborok
offer tong phru no naruk di,code-mix,English-Kokborok
offer ni time belai no limit,code-mix,English-Kokborok
border o tai khaiha blast ongmi de,code-mix,English-Kokborok
bo group ni bumung belai no meaningful,code-mix,English-Kokborok
ang tabuk hospital o sa,code-mix,English-Kokborok
bazaar thang khe bono le hainu moi raw manphai ow,code-mix,English-Kokborok
dara le rang kuroi phano can still survive for a month,code-mix,English-Kokborok
oh borokno chini member rokni bisingo kebode sini bai,code-mix,English-Kokborok
chini website o kokbobno rwkhe belai chanai,code-mix,English-Kokborok
excellent belai no kaham ongkha,code-mix,English-Kokborok
kisa naising di i will be there within time,code-mix,English-Kokborok
oh raymond se rwnai wngkha ano gift,code-mix,English-Kokborok
kebo norokni laptop kucham rok tongkha kisa gift khlaibaigradi,code-mix,English-Kokborok
khatao swi photo budi,code-mix,English-Kokborok
ani nokni bakso bwsa kisa derawi tongmani bagwi fee details ni sheet tei members rokni up to date list rok ang group o rewi manya wngwi tongkha,code-mix,English-Kokborok
tamo tei kebo kwrwi kha chinbi member rok,code-mix,English-Kokborok
chini kami bo problems tongo,code-mix,English-Kokborok
i am always available kisa  inform khaidi,code-mix,English-Kokborok
come and visit my village ang tongo,code-mix,English-Kokborok
facilities kwroi even current se kwroi,code-mix,English-Kokborok
dhalai district jaga rwk wo wngnai de,code-mix,English-Kokborok
khumyiya bari champaknagar behind church o,code-mix,English-Kokborok
ano kisa help khaibaigradi,code-mix,English-Kokborok
tabuk teibo omohai jaga identify khaiwi project o start khainai please help.,code-mix,English-Kokborok
nabard ni springshed project tata trust hoite khai tongo khowai bai west oh,code-mix,English-Kokborok
ta wanadi ata tamo wngnai just cheers,code-mix,English-Kokborok
internet is a cruel world kisa  kaham khe tongdi,code-mix,English-Kokborok
suggestions kaham kaham bebakno tei omorokno bebakno khlainani nango tei khlaiwi mankhe teibo chini bagwi kaham.,code-mix,English-Kokborok
but ang saichung le omorokno bebakno aswk thamogwi eklogio  handle khlainani almost impossible wngwi tongkha,code-mix,English-Kokborok
thank you for your valuable suggestion area needs to be taken care jotono ai kaham,code-mix,English-Kokborok
ang poriwi tongmase bwle delete khai rwkha,code-mix,English-Kokborok
nakarsidi dara jora miliwoi maya wng tongkha,code-mix,English-Kokborok
haifano tshirt se kwrwi,code-mix,English-Kokborok
niniba bwmwng suijakse tongo all got deleted,code-mix,English-Kokborok
tomorrow upload khainai kisa wait khlaidi,code-mix,English-Kokborok
do khe rohorsidi photo,code-mix,English-Kokborok
time machine bai back khwlaidih february no.,code-mix,English-Kokborok
to know about the sbi life child plan ang bai contact khlaidi,code-mix,English-Kokborok
biriyani chaui no bo phungo tabukse sika i understood,code-mix,English-Kokborok
mangal master tabuk le bejal nang kha i hope,code-mix,English-Kokborok
hambai ata we need to remain aware of each and every single incidents,code-mix,English-Kokborok
that is how we should do ang bo shawoi mangkha,code-mix,English-Kokborok
please tweet them ang kisa ulo tweet khlainai,code-mix,English-Kokborok
regular customers rokni bagwi ya,code-mix,English-Kokborok
ang try khwlainai abo ka hai jaga ni mung riganai,code-mix,English-Kokborok
abho le ang bho siliya no any news,code-mix,English-Kokborok
tamo ni news ba abo,code-mix,English-Kokborok
nwng amo hair ok naimang da time pass khai,code-mix,English-Kokborok
bubagra thani buini expectation bwsuk high ungwi tongkha,code-mix,English-Kokborok
bo omorok fulfill da khai manno,code-mix,English-Kokborok
kabo full fill khlaiwi mangya,code-mix,English-Kokborok
bini speech ang khnawoi mangya,code-mix,English-Kokborok
this question nono no ang tai waisa ask khlai wo,code-mix,English-Kokborok
same question  barbar ta swngdi,code-mix,English-Kokborok
its about own choice nini ani choice ya,code-mix,English-Kokborok
jotono borokni choice tongo we can say anything,code-mix,English-Kokborok
self attested copy nangnai nini,code-mix,English-Kokborok
jotono no self attested khlai woi tongdi,code-mix,English-Kokborok
nini joto documents rokno nangnai,code-mix,English-Kokborok
please self attested khlaiwi tongdi i may need it on time,code-mix,English-Kokborok
discussions make more clear abo jotono sawoi mangno,code-mix,English-Kokborok
nini topics ang clear ongya kho,code-mix,English-Kokborok
nono sabo sakha borokni culture kwroi hwngwi,code-mix,English-Kokborok
sir tuition phurung mani place khe boro sa,code-mix,English-Kokborok
nini tuition place bo jaga o sir,code-mix,English-Kokborok
sir tini tuition phurung nai da chwng sokphai jak sir,code-mix,English-Kokborok
tini tuition khailiya because its too late,code-mix,English-Kokborok
nini positive reply ang naisingwoi tong mani,code-mix,English-Kokborok
guwahati ni jotto tongnairok kaisa information naiwoi tongkha,code-mix,English-Kokborok
no jee month o nwng registration nao o month ni simise fee,code-mix,English-Kokborok
welcome bai koto chini group o,code-mix,English-Kokborok
nini colour ang naiwoi mangya,code-mix,English-Kokborok
can you edit again ang chajak liya,code-mix,English-Kokborok
what is your satus oro kok  kotor sawoi tong kha,code-mix,English-Kokborok
nini generation ni borok rok kwroi kha tabuk,code-mix,English-Kokborok
khwna nini presentation tongo,code-mix,English-Kokborok
full capacity kwroi ani yako,code-mix,English-Kokborok
nini capacity busuk tong sa,code-mix,English-Kokborok
chini jaga no nwng stay khlaiwi mangya,code-mix,English-Kokborok
what is your opinion kisa sadi tabuk,code-mix,English-Kokborok
nini feeback ang nango please,code-mix,English-Kokborok
tini la nwng belai no busy ongkha,code-mix,English-Kokborok
busy mang tongo nwng tabuk,code-mix,English-Kokborok
projector bai norok presentation makhlai nai nest time,code-mix,English-Kokborok
nini projector boro tong,code-mix,English-Kokborok
tell something about yourself chwng bo sena mwng chwngo nono,code-mix,English-Kokborok
nini sinimwng kisa share khlaidi,code-mix,English-Kokborok
next time riwa no sir tongse thong,code-mix,English-Kokborok
sir fail kha fail tong thu,code-mix,English-Kokborok
ya sir i know ang sewi tongo cha gwlak no hingwi but sir i will try harder next time,code-mix,English-Kokborok
ako sir ang call khaiwi naiga na,code-mix,English-Kokborok
sir para oh se borok,code-mix,English-Kokborok
bini marks kwbang khaiwi rekha tabuk,code-mix,English-Kokborok
omo prove ni bagwi kaki,code-mix,English-Kokborok
omo joto photo rok delete khaisedi kaki,code-mix,English-Kokborok
ok ang nono rwyanu next time,code-mix,English-Kokborok
fee rohoyanu nono do through net,code-mix,English-Kokborok
ang rohorkha kaki ani paytm bai bono tabuk no,code-mix,English-Kokborok
ang no sa reside kaki nwng next time o,code-mix,English-Kokborok
ee boni paper no,code-mix,English-Kokborok
only disaster management khaikha do,code-mix,English-Kokborok
kaki kisa dakti sadi tabuk tamo khainai time is very less,code-mix,English-Kokborok
check khlaidi kaki omo day bini copy,code-mix,English-Kokborok
mole maar ongkha bini je kisa misa saving tongmani joto marisinai hingkha bo,code-mix,English-Kokborok
nini thirty months ni pending tong kho,code-mix,English-Kokborok
nini six month ni pending tong kho do,code-mix,English-Kokborok
ani pending da tong kisa phunuk gradi,code-mix,English-Kokborok
nini time phaikha next o,code-mix,English-Kokborok
nono miya screenschoot rimani jagao tongo naidi,code-mix,English-Kokborok
morok le kok se chabjak laina phaidi dada chwng eklogo o upload khaina hwnwi,code-mix,English-Kokborok
boroni details saimankha,code-mix,English-Kokborok
ang simani abo bisi kisaswk swkangni picture se,code-mix,English-Kokborok
ahaiya kebono direct indirect ni kok ya,code-mix,English-Kokborok
ano no direct khe hit khai khna abole brother,code-mix,English-Kokborok
o ang sawoi mangkha tabuk ang nono hit khai wo,code-mix,English-Kokborok
borok ani esa sa if i want then they will do,code-mix,English-Kokborok
never force your parents borok belai no hard work khlaiwi tongo,code-mix,English-Kokborok
norok no hard work khlaiwi support khai tongo,code-mix,English-Kokborok
no sir force ya,code-mix,English-Kokborok
i meant that ang rang rina hingkha rinai borok ang sakha hingkha,code-mix,English-Kokborok
ang force khlaiya kabono sir,code-mix,English-Kokborok
ee try khwlainai ang phaina ni,code-mix,English-Kokborok
wngyakhe chocolate paiwi tonidi,code-mix,English-Kokborok
chewing gum chadi ata,code-mix,English-Kokborok
tried several times to quit kuwai but failed many times,code-mix,English-Kokborok
mukhang sudi parlour o thangdi tei photo rohordi,code-mix,English-Kokborok
tabuk chuwwoi dakti khe selfee najakdi,code-mix,English-Kokborok
abo ya abo that is another thing,code-mix,English-Kokborok
at least tea nungna le rwsidi,code-mix,English-Kokborok
nalaigradi tini sabo sabo yak tisa nai please,code-mix,English-Kokborok
angbo nwngya ata phiya tea le kisa misa nwng jago ang bo sometimes,code-mix,English-Kokborok
but jora gothokliya ni bagwi manjaliya,code-mix,English-Kokborok
bwta khub request khlaimani ano,code-mix,English-Kokborok
je whatsapp group yakar thanai rok borok ni list,code-mix,English-Kokborok
buko sa palace rok,code-mix,English-Kokborok
ani secret si kwrui haini bagwi to nwng sikha na ble,code-mix,English-Kokborok
nwng si sijak hwng kha bahai khe secret wng ano kisa bwjok sa le,code-mix,English-Kokborok
nini secret sanai da,code-mix,English-Kokborok
nwng tabuk rajasthan ni hotel o da,code-mix,English-Kokborok
absoulety right nini kok samani tini,code-mix,English-Kokborok
that time they will forget chwng sawoi mangno,code-mix,English-Kokborok
how to eat kisa sagradi,code-mix,English-Kokborok
how to cook kisa instruction regradi,code-mix,English-Kokborok
how to prepared kisa help khlaigadi angno,code-mix,English-Kokborok
how to do ang no kisa help khlaigradi,code-mix,English-Kokborok
ang nini kaka ya ble you are wrong,code-mix,English-Kokborok
nini kaka ba ani friend sa,code-mix,English-Kokborok
bini kaka ba angbai sa tongo everyday,code-mix,English-Kokborok
phirang kokma se kirijagwi khi what will he do when the times comes,code-mix,English-Kokborok
kirima kotor bini he will not able to do that,code-mix,English-Kokborok
asuk ta kiridi its not good,code-mix,English-Kokborok
tamo ni asuk kirijak kha ba be brave,code-mix,English-Kokborok
phaikha phaikha chini dara please give him seat,code-mix,English-Kokborok
phaikha chini dara kotor bono kisa seat provide khaidi,code-mix,English-Kokborok
phaikha chini da hogra please kindly respect him,code-mix,English-Kokborok
chini da hogra sa ble please kisa bono help khlaidi,code-mix,English-Kokborok
i am not afraid abo nwng bo sawoi mangno,code-mix,English-Kokborok
night duty se thangjak,code-mix,English-Kokborok
abhi harichand kha battery sa phaiwoi thang jak kha,code-mix,English-Kokborok
bachwi dai sure kutuk jak khana tini,code-mix,English-Kokborok
bini mood hamya tini hope he got scold from his wife,code-mix,English-Kokborok
bini wife belai no hamya,code-mix,English-Kokborok
boba bini wife ni kokbai sa direction cholai tongo,code-mix,English-Kokborok
continue to chat so that i can be safe norok n i message rokno naiwi,code-mix,English-Kokborok
i did not expect this from you kubui no,code-mix,English-Kokborok
isssh nwng ani heart swbai kha,code-mix,English-Kokborok
ok cupsa finish khaikha tabuk rest khai senai,code-mix,English-Kokborok
sweet dreams joto ani brothers and sisters rokno,code-mix,English-Kokborok
sure musuk baham chakha na,code-mix,English-Kokborok
tamo aswk angno muito khlai kha ba i think you miss me,code-mix,English-Kokborok
nung bai tei cupsa cheers,code-mix,English-Kokborok
personal wo thangdi sana khe,code-mix,English-Kokborok
sir i will give money tomorrow but tuition fee khuna riwi mang gwlak,code-mix,English-Kokborok
kunu ongya pay next month,code-mix,English-Kokborok
sir ani father business say khwlai wo so he cannot effort,code-mix,English-Kokborok
business khwlai woi family no kaham khe naiwoi manya,code-mix,English-Kokborok
business o waisa profit tongnai waisa waisu lost tongnai,code-mix,English-Kokborok
profit mang lay ongya sometimes lost bo ongnai,code-mix,English-Kokborok
tamo nono ang suggest khlai ba,code-mix,English-Kokborok
nwng no ang suggest khlaimani khwlai kha daba,code-mix,English-Kokborok
suggest khlai mangtoi tongdi,code-mix,English-Kokborok
tamo ni nwng ba asuk suggest rejak woi ba khlaiya ba,code-mix,English-Kokborok
just now i reach train bai phai wo,code-mix,English-Kokborok
train wo nono nukha with yours friends,code-mix,English-Kokborok
nini friends rokbai nwng kok salaiwi tongmani,code-mix,English-Kokborok
some of your friends  rok ani friend no,code-mix,English-Kokborok
